哀	āi
圍嘴兒	wéizuǐr
違	wéi
*違規	wéiguī
違禁	wéijìn
*違例	wéilì
違約	wéiyuē
尾部	wĕibù
尾聲	wĕishēng
尾站	wĕizhàn
委	wĕi
*委派	wĕipài
*委任	wĕirèn
委身	wĕishēn
委婉	wĕiwǎn
萎	wĕi
萎縮	wĕisuō
偉	wĕi
*偽造	wĕizào
偽證	wĕizhèng
偽裝	wĕizhuāng
未嘗	wèicháng
未婚	wèihūn
未幾	wèijǐ
未雨綢繆	wèiyŭchóumóu
味精	wèijīng
*味覺	wèijué
位居	wèijū
畏	wèi
畏縮	wèisuō
胃口	wèikŏu
胃炎	wèiyán
胃液	wèiyè
蔚藍	wèilán
蔚然	wèirán
蔚然成風	wèiránchéngfēng
衛冕	wèimiǎn
溫飽	wēnbǎo
溫差	wēnchā
溫床	wēnchuáng
溫情	wēnqíng
*溫泉	wēnquán
溫熱	wēnrè
溫潤	wēnrùn
溫室	wēnshì
溫婉	wēnwǎn
溫文爾雅	wēnwén'ĕryǎ
*溫習	wēnxí
*溫馨	wēnxīn
溫煦	wēnxù
*文本	wénbĕn
文筆	wénbǐ
文稿	wéngǎo
文火	wénhuŏ
文具	wénjù
*文科	wénkē
*文憑	wénpíng
*文書	wénshū
文體	wéntǐ
文藝片	wényìpiàn
文娛	wényú
文員	wényuán
文職	wénzhí
文縐縐	wénzhōuzhōu
紋風不動	wénfēngbùdòng
紋理	wénlǐ
紋飾	wénshì
蚊	wén
*聞名	wénmíng
吻合	wĕnhé
紊亂	wĕnluàn
*穩步	wĕnbù
*穩固	wĕngù
*穩健	wĕnjiàn
*穩妥	wĕntuŏ
穩重	wĕnzhòng
問鼎	wèndǐng
*問卷	wènjuàn
問心無愧	wènxīnwúkuì
翁	wēng
嗡	wēng
喔	wō
窩心	wōxīn
我行我素	wŏxíngwŏsù
臥底	wòdǐ
斡旋	wòxuán
污	wū
污點	wūdiǎn
污垢	wūgòu
*污水	wūshuǐ
烏	wū
烏黑	wūhēi
烏龍茶	wūlóngchá
烏紗	wūshā
屋村	wūcūn
*屋頂	wūdǐng
屋脊	wūjǐ
屋檐	wūyán
*屋宇	wūyŭ
毋	wú
毋庸置疑	wúyōngzhìyí
無常	wúcháng
無敵	wúdí
無獨有偶	wúdúyŏu'ŏu
無端	wúduān
無妨	wúfáng
無辜	wúgū
無故	wúgù
無關痛癢	wúguāntòngyǎng
無花果	wúhuāguŏ
無悔	wúhuǐ
無際	wújì
無間	wújiàn
無盡	wújìn
無拘無束	wújūwúshù
無可厚非	wúkĕhòufēi
無孔不入	wúkŏngbùrù
無賴	wúlài
無理	wúlǐ
無理取鬧	wúlǐqŭnào
無禮	wúlǐ
*無聊	wúliáo
無名指	wúmíngzhǐ
*無奈	wúnài
無能	wúnéng
無能為力	wúnéngwéilì
無窮無盡	wúqióngwújìn
無時無刻	wúshíwúkè
無視	wúshì
無私	wúsī
無所不在	wúsuŏbùzài
無所適從	wúsuŏshìcóng
*無所謂	wúsuŏwèi
無微不至	wúwēibùzhì
無畏	wúwèi
無謂	wúwèi
無誤	wúwù
無遺	wúyí
無暇	wúxiá
無瑕	wúxiá
無懈可擊	wúxièkĕjī
無心	wúxīn
無須	wúxū
*無需	wúxū
無言	wúyán
無恙	wúyàng
無益	wúyì
無異	wúyì
無與倫比	wúyŭlúnbǐ
無緣	wúyuán
無助	wúzhù
五光十色	wŭguāngshísè
五花八門	wŭhuābāmén
五行	wŭxíng
伍	wŭ
午	wŭ
*午餐	wŭcān
午飯	wŭfàn
午間	wŭjiān
午膳	wŭshàn
午睡	wŭshuì
午宴	wŭyàn
忤逆	wŭnì
武功	wŭgōng
武火	wŭhuŏ
武生	wŭshēng
武士	wŭshì
*武術	wŭshù
武俠	wŭxiá
武俠片	wŭxiápiàn
武藝	wŭyì
舞伴	wŭbàn
舞弊	wŭbì
舞步	wŭbù
舞池	wŭchí
舞動	wŭdòng
舞迷	wŭmí
舞曲	wŭqŭ
舞文弄墨	wŭwénnòngmò
舞姿	wŭzī
嫵媚	wŭmèi
物產	wùchǎn
*物件	wùjiàn
*物料	wùliào
*物流	wùliú
*物色	wùsè
*物業	wùyè
物證	wùzhèng
悟	wù
*務求	wùqiú
務實	wùshí
*誤導	wùdǎo
夕	xī
夕陽	xīyáng
西紅柿	xīhóngshì
西樂	xīyuè
西裝	xīzhuāng
吸管	xīguǎn
*吸納	xīnà
昔	xī
*昔日	xīrì
惜	xī
惜別	xībié
唏噓	xīxū
稀薄	xībó
稀飯	xīfàn
稀奇	xīqí
稀釋	xīshì
稀疏	xīshū
稀有	xīyŏu
*息率	xīlǜ
*息息相關	xīxīxiāngguān
熄	xī
熄火	xīhuŏ
悉	xī
悉數	xīshŭ
悉數	xīshù
悉心	xīxīn
蟋蟀	xīshuài
犀利	xīlì
溪	xī
溪流	xīliú
熙來攘往	xīláirǎngwǎng
蜥蜴	xīyì
嬉戲	xīxì
嬉笑	xīxiào
嬉笑怒罵	xīxiàonùmà
膝	xī
膝蓋	xīgài
席捲	xíjuǎn
習以為常	xíyǐwéicháng
習字	xízì
習作	xízuò
襲	xí
洗擦	xǐcā
洗耳恭聽	xǐ'ĕrgōngtīng
洗禮	xǐlǐ
*洗手	xǐshŏu
*洗手間	xǐshŏujiān
洗刷	xǐshuā
洗心革面	xǐxīngémiàn
洗衣粉	xǐyīfĕn
洗濯	xǐzhuó
喜出望外	xǐchūwàngwài
喜好	xǐhào
喜氣洋洋	xǐqìyángyáng
喜慶	xǐqìng
喜宴	xǐyàn
細密	xìmì
細嫩	xìnèn
*細膩	xìnì
細碎	xìsuì
細微	xìwēi
*細則	xìzé
隙	xì
戲班	xìbān
戲服	xìfú
戲劇性	xìjùxìng
戲碼	xìmǎ
戲弄	xìnòng
*戲院	xìyuàn
呷	xiā
瞎扯	xiāchĕ
瞎子	xiā·zi
蝦米	xiā·mi
蝦仁	xiārén
俠	xiá
俠義	xiáyì
狹	xiá
狹長	xiácháng
狹小	xiáxiǎo
遐邇	xiá'ĕr
遐想	xiáxiǎng
瑕疵	xiácī
霞	xiá
轄	xiá
*轄下	xiáxià
下巴	xià·ba
下筆	xiàbǐ
下場	xiàchǎng
下沉	xiàchén
下垂	xiàchuí
下挫	xiàcuò
下等	xiàdĕng
*下跌	xiàdiē
下滑	xiàhuá
下嫁	xiàjià
下流	xiàliú
下棋	xiàqí
下身	xiàshēn
下榻	xiàtà
*下調	xiàtiáo
下限	xiàxiàn
下雪	xiàxuĕ
*下載	xiàzài
下肢	xiàzhī
下墜	xiàzhuì
夏令	xiàlìng
夏令營	xiàlìngyíng
嚇人	xiàrén
仙丹	xiāndān
仙境	xiānjìng
仙子	xiānzǐ
先導	xiāndǎo
先河	xiānhé
先機	xiānjī
先例	xiānlì
先聲奪人	xiānshēngduórén
先兆	xiānzhào
先知	xiānzhī
先祖	xiānzŭ
掀	xiān
*鮮嫩	xiānnèn
*鮮味	xiānwèi
纖	xiān
纖巧	xiānqiǎo
纖瘦	xiānshòu
*纖維素	xiānwéisù
纖細	xiānxì
涎	xián
閒逛	xiánguàng
閒聊	xiánliáo
閒情逸致	xiánqíngyìzhì
閒時	xiánshí
閒談	xiántán
閒暇	xiánxiá
閒逸	xiányì
嫺熟	xiánshú
嫌棄	xiánqì
嫌疑	xiányí
賢	xián
鹹魚	xiányú
蜆	xiǎn
險惡	xiǎn'è
險峻	xiǎnjùn
險勝	xiǎnshèng
險要	xiǎnyào
鮮見	xiǎnjiàn
鮮有	xiǎnyŏu
顯赫	xiǎnhè
顯示器	xiǎnshìqì
顯眼	xiǎnyǎn
*限額	xiàn'é
限價	xiànjià
限量	xiànliàng
*限期	xiànqī
*現鈔	xiànchāo
現貨	xiànhuò
現時	xiànshí
現職	xiànzhí
陷阱	xiànjǐng
餡餅	xiànbǐng
*餡料	xiànliào
*線上	xiànshàng
憲章	xiànzhāng
縣市	xiànshì
縣志	xiànzhì
獻藝	xiànyì
相愛	xiāng'ài
相安無事	xiāng'ānwúshì
*相比	xiāngbǐ
*相差	xiāngchā
相稱	xiāngchèn
*相處	xiāngchŭ
*相傳	xiāngchuán
相得益彰	xiāngdéyìzhāng
相仿	xiāngfǎng
相逢	xiāngféng
相符	xiāngfú
相輔相成	xiāngfŭxiāngchéng
相見	xiāngjiàn
相接	xiāngjiē
相距	xiāngjù
相類	xiānglèi
相戀	xiāngliàn
相鄰	xiānglín
相配	xiāngpèi
相容	xiāngróng
*相濡以沫	xiāngrúyǐmò
相若	xiāngruò
相識	xiāngshí
相思	xiāngsī
相提並論	xiāngtíbìnglùn
相像	xiāngxiàng
相形見絀	xiāngxíngjiànchù
相依	xiāngyī
相依為命	xiāngyīwéimìng
相宜	xiāngyí
相異	xiāngyì
相遇	xiāngyù
相約	xiāngyuē
相知	xiāngzhī
相助	xiāngzhù
廂	xiāng
廂房	xiāngfáng
香檳	xiāngbīn
*香草	xiāngcǎo
香醇	xiāngchún
*香脆	xiāngcuì
香火	xiānghuŏ
香蕉	xiāngjiāo
香辣	xiānglà
*香料	xiāngliào
*香爐	xiānglú
香噴噴	xiāngpēnpēn
香片	xiāngpiàn
*香氣	xiāngqì
香軟	xiāngruǎn
香水	xiāngshuǐ
香甜	xiāngtián
*香味	xiāngwèi
鄉土	xiāngtŭ
鄉音	xiāngyīn
鄉鎮	xiāngzhèn
襄助	xiāngzhù
鑲	xiāng
鑲嵌	xiāngqiàn
祥	xiáng
祥和	xiánghé
詳	xiáng
*詳盡	xiángjìn
*詳情	xiángqíng
詳述	xiángshù
翔	xiáng
*享用	xiǎngyòng
*享譽	xiǎngyù
想必	xiǎngbì
想當然	xiǎngdāngrán
巷	xiàng
相機	xiàngjī
相貌	xiàngmào
*相片	xiàngpiàn
橡皮筋兒	xiàngpíjīnr
橡皮艇	xiàngpítǐng
消沉	xiāochén
*消防	xiāofáng
消防員	xiāofángyuán
*消減	xiāojiǎn
消解	xiāojiĕ
消弭	xiāomǐ
消磨	xiāomó
消遣	xiāoqiǎn
消逝	xiāoshì
消瘦	xiāoshòu
消暑	xiāoshŭ
消退	xiāotuì
消閒	xiāoxián
逍遙	xiāoyáo
硝	xiāo
*銷量	xiāoliàng
*小巴	xiǎobā
小吃	xiǎochī
小丑	xiǎochŏu
小調	xiǎodiào
小販	xiǎofàn
小費	xiǎofèi
*小孩兒	xiǎoháir
小品	xiǎopǐn
小氣	xiǎo·qi
小人	xiǎorén
小題大做	xiǎotídàzuò
*小提琴	xiǎotíqín
小腿	xiǎotuǐ
曉	xiǎo
孝	xiào
孝敬	xiàojìng
孝子	xiàozǐ
*哮喘	xiàochuǎn
效法	xiàofǎ
*效能	xiàonéng
效用	xiàoyòng
校報	xiàobào
校風	xiàofēng
*校服	xiàofú
校歌	xiàogē
校工	xiàogōng
校規	xiàoguī
校際	xiàojì
校門	xiàomén
校慶	xiàoqìng
*校舍	xiàoshè
校訓	xiàoxùn
*校友	xiàoyŏu
校友會	xiàoyŏuhuì
*校園	xiàoyuán
笑臉	xiàoliǎn
笑納	xiàonà
笑意	xiàoyì
笑逐顏開	xiàozhúyánkāi
嘯	xiào
歇斯底里	xiēsīdǐlǐ
歇息	xiē·xi
邪惡	xié'è
協	xié
*協辦	xiébàn
協力	xiélì
*協奏曲	xiézòuqŭ
挾	xié
挾持	xiéchí
脅	xié
脅迫	xiépò
*斜坡	xiépō
鞋跟	xiégēn
諧和	xiéhé
諧謔	xiéxuè
諧音	xiéyīn
擷取	xiéqŭ
攜	xié
*攜手	xiéshŏu
寫法	xiĕfǎ
寫生	xiĕshēng
寫實	xiĕshí
*寫意	xiĕyì
寫照	xiĕzhào
*寫字樓	xiĕzìlóu
泄漏	xièlòu
卸	xiè
卸任	xièrèn
屑	xiè
械	xiè
邂逅	xièhòu
蟹黃	xièhuáng
褻瀆	xièdú
謝幕	xièmù
謝意	xièyì
瀉	xiè
心虛	xīnxū
心腸	xīncháng
心地	xīndì
心動	xīndòng
心房	xīnfáng
心扉	xīnfēi
心腹	xīnfù
心花怒放	xīnhuānùfàng
心灰意冷	xīnhuīyìlĕng
心機	xīnjī
心急	xīnjí
心跡	xīnjì
*心經	xīnjīng
心境	xīnjìng
心曠神怡	xīnkuàngshényí
心理學	xīnlǐxué
心領神會	xīnlǐngshénhuì
心路	xīnlù
心滿意足	xīnmǎnyìzú
心軟	xīnruǎn
心聲	xīnshēng
心酸	xīnsuān
心碎	xīnsuì
*心態	xīntài
心疼	xīnténg
心痛	xīntòng
心弦	xīnxián
心心相印	xīnxīnxiāngyìn
心性	xīnxìng
心緒	xīnxù
心眼兒	xīnyǎnr
心儀	xīnyí
*心意	xīnyì
心有餘悸	xīnyŏuyújì
心臟病	xīnzàngbìng
心智	xīnzhì
心醉	xīnzuì
辛	xīn
辛辣	xīnlà
辛勞	xīnláo
辛酸	xīnsuān
新潮	xīncháo
新婚	xīnhūn
新年	xīnnián
*新詩	xīnshī
新秀	xīnxiù
*新增	xīnzēng
薪	xīn
*薪酬	xīnchóu
*薪俸	xīnfèng
*薪金	xīnjīn
薪水	xīn·shuǐ
欣然	xīnrán
欣慰	xīnwèi
欣喜	xīnxǐ
欣欣向榮	xīnxīnxiàngróng
信奉	xìnfèng
信服	xìnfú
信函	xìnhán
信守	xìnshŏu
*信託	xìntuō
信物	xìnwù
信箱	xìnxiāng
*信用卡	xìnyòngkǎ
*信用證	xìnyòngzhèng
*信譽	xìnyù
星辰	xīngchén
*星光	xīngguāng
星羅棋佈	xīngluóqíbù
星相	xīngxiàng
星座	xīngzuò
惺忪	xīngsōng
腥	xīng
興風作浪	xīngfēngzuòlàng
興隆	xīnglóng
興盛	xīngshèng
興衰	xīngshuāi
興亡	xīngwáng
刑警	xíngjǐng
刑期	xíngqī
形形色色	xíngxíngsèsè
形影不離	xíngyǐngbùlí
形制	xíngzhì
*行車	xíngchē
*行程	xíngchéng
行囊	xíngnáng
*行事	xíngshì
行文	xíngwén
行銷	xíngxiāo
行雲流水	xíngyúnliúshuǐ
行之有效	xíngzhīyŏuxiào
行蹤	xíngzōng
醒目	xǐngmù
醒悟	xǐngwù
杏兒	xìngr
杏花	xìnghuā
*杏仁	xìngrén
幸	xìng
幸而	xìng'ér
*幸好	xìnghǎo
幸虧	xìngkuī
幸免	xìngmiǎn
*幸運	xìngyùn
性感	xìnggǎn
*姓氏	xìngshì
興高采烈	xìnggāocǎiliè
興致	xìngzhì
凶兆	xiōngzhào
兇案	xiōng'àn
兇殘	xiōngcán
兇殺	xiōngshā
兇手	xiōngshŏu
兇徒	xiōngtú
兇險	xiōngxiǎn
洶湧	xiōngyŏng
胸部	xiōngbù
胸襟	xiōngjīn
胸圍	xiōngwéi
雄渾	xiónghún
雄健	xióngjiàn
雄踞	xióngjù
雄奇	xióngqí
雄心	xióngxīn
雄性	xióngxìng
熊貓	xióngmāo
休	xiū
休會	xiūhuì
休假	xiūjià
*休憩	xiūqì
*休閒	xiūxián
修補	xiūbŭ
修長	xiūcháng
修道院	xiūdàoyuàn
*修讀	xiūdú
修剪	xiūjiǎn
修女	xiūnǚ
*修葺	xiūqì
修繕	xiūshàn
修身	xiūshēn
修士	xiūshì
修飾	xiūshì
修習	xiūxí
修行	xiū·xíng
修業	xiūyè
羞	xiū
羞怯	xiūqiè
羞辱	xiūrŭ
羞澀	xiūsè
朽	xiŭ
秀	xiù
秀美	xiùmĕi
袖口	xiùkŏu
嗅覺	xiùjué
鏽	xiù
*須要	xūyào
虛構	xūgòu
虛耗	xūhào
虛幻	xūhuàn
*虛假	xūjiǎ
*虛擬	xūnǐ
虛榮	xūróng
虛無飄渺	xūwúpiāomiǎo
噓	xū
栩栩如生	xŭxŭrúshēng
許久	xŭjiŭ
*許可證	xŭkĕzhèng
許諾	xŭnuò
許願	xŭyuàn
旭日	xùrì
序列	xùliè
序幕	xùmù
序曲	xùqŭ
序數	xùshù
敘	xù
敘說	xùshuō
絮	xù
蓄	xù
蓄勢待發	xùshìdàifā
蓄意	xùyì
緒	xù
宣	xuān
宣導	xuāndǎo
宣判	xuānpàn
*宣誓	xuānshì
宣泄	xuānxiè
宣紙	xuānzhǐ
喧賓奪主	xuānbīnduózhŭ
喧嘩	xuānhuá
喧鬧	xuānnào
喧囂	xuānxiāo
玄	xuán
玄關	xuánguān
玄機	xuánjī
旋即	xuánjí
漩渦	xuánwō
懸浮	xuánfú
懸空	xuánkōng
懸殊	xuánshū
選材	xuǎncái
選讀	xuǎndú
選段	xuǎnduàn
*選購	xuǎngòu
選輯	xuǎnjí
選美	xuǎnmĕi
*選民	xuǎnmín
選票	xuǎnpiào
*選取	xuǎnqŭ
選題	xuǎntí
炫耀	xuànyào
眩暈	xuànyùn
旋風	xuànfēng
渲染	xuànrǎn
絢爛	xuànlàn
絢麗	xuànlì
*削減	xuējiǎn
靴	xuē
學費	xuéfèi
學分	xuéfēn
學府	xuéfŭ
*學界	xuéjiè
*學歷	xuélì
*學年	xuénián
學期	xuéqī
學生證	xuéshēngzhèng
學識	xuéshí
*學士	xuéshì
學童	xuétóng
*學位	xuéwèi
學養	xuéyǎng
*學業	xuéyè
學以致用	xuéyǐzhìyòng
*學長	xuézhǎng
*學制	xuézhì
學子	xuézǐ
雪地	xuĕdì
*雪糕	xuĕgāo
雪梨	xuĕlí
雪山	xuĕshān
鱈魚	xuĕyú
血漿	xuèjiāng
血淋淋	xiělínlín
血脈	xuèmài
血糖	xuètáng
血統	xuètŏng
血小板	xuèxiǎobǎn
血腥	xuèxīng
血友病	xuèyŏubìng
血緣	xuèyuán
血脂	xuèzhī
熏	xūn
勳爵	xūnjué
勳章	xūnzhāng
薰	xūn
薰陶	xūntáo
旬	xún
巡	xún
*巡查	xúnchá
*巡迴	xúnhuí
巡禮	xúnlǐ
*巡邏	xúnluó
巡視	xúnshì
*巡遊	xúnyóu
尋常	xúncháng
尋根	xúngēn
尋獲	xúnhuò
尋覓	xúnmì
尋思	xún·si
尋找	xúnzhǎo
循	xún
循規蹈矩	xúnguīdǎojŭ
循例	xúnlì
*循序漸進	xúnxùjiànjìn
循循善誘	xúnxúnshànyòu
汛	xùn
汛期	xùnqī
迅	xùn
迅即	xùnjí
訊	xùn
*訊號	xùnhào
訊問	xùnwèn
*訊息	xùnxī
徇私	xùnsī
殉難	xùnnàn
殉職	xùnzhí
*訓導	xùndǎo
訓令	xùnlìng
訓示	xùnshì
馴	xùn
馴服	xùnfú
遜	xùn
遜色	xùnsè
丫頭	yā·tou
押解	yājiè
押韻	yāyùn
鴨舌帽	yāshémào
壓歲錢	yāsuìqián
壓榨	yāzhà
壓軸	yāzhóu
牙	yá
牙縫	yáfèng
*牙膏	yágāo
牙關	yáguān
*牙科	yákē
牙籤	yáqiān
牙刷	yáshuā
牙醫	yáyī
牙齦	yáyín
牙周病	yázhōubìng
衙門	yá·men
啞	yǎ
啞口無言	yǎkŏuwúyán
啞鈴	yǎlíng
雅	yǎ
雅俗共賞	yǎsúgòngshǎng
雅致	yǎzhì
*亞熱帶	yàrèdài
軋	yà
訝異	yàyì
咽喉	yānhóu
胭脂	yān·zhi
淹	yān
*煙花	yānhuā
煙灰	yānhuī
煙火	yānhuŏ
煙癮	yānyǐn
嫣紅	yānhóng
燕	Yān
延	yán
*延遲	yánchí
延綿	yánmián
延年益壽	yánniányìshòu
延聘	yánpìn
*延期	yánqī
*延誤	yánwù
延展	yánzhǎn
筵席	yánxí
言辭	yáncí
言行	yánxíng
岩壁	yánbì
岩漿	yánjiāng
沿路	yánlù
*沿途	yántú
*沿線	yánxiàn
*沿用	yányòng
*炎熱	yánrè
研讀	yándú
*研發	yánfā
研究員	yánjiūyuán
研究院	yánjiūyuàn
研磨	yánmó
*研討	yántǎo
*研習	yánxí
檐	yán
顏	yán
顏料	yánliào
嚴懲	yánchéng
*嚴謹	yánjǐn
嚴苛	yánkē
嚴守	yánshŏu
嚴正	yánzhèng
鹽水	yánshuǐ
奄奄一息	yǎnyǎnyīxī
掩	yǎn
掩面	yǎnmiàn
衍	yǎn
*衍生	yǎnshēng
眼部	yǎnbù
眼底	yǎndǐ
眼瞼	yǎnjiǎn
眼角	yǎnjiǎo
眼界	yǎnjiè
眼科	yǎnkē
眼眶	yǎnkuàng
眼簾	yǎnlián
眼皮	yǎnpí
眼球	yǎnqiú
眼罩	yǎnzhào
眼珠子	yǎnzhū·zi
*演唱會	yǎnchànghuì
演技	yǎnjì
演練	yǎnliàn
*演習	yǎnxí
*演藝	yǎnyì
儼然	yǎnrán
儼如	yǎnrú
宴	yàn
宴客	yànkè
焰	yàn
厭煩	yànfán
厭倦	yànjuàn
燕	yàn
*燕窩	yànwō
燕子	yàn·zi
*諺語	yànyŭ
艷	yàn
艷麗	yànlì
央求	yāngqiú
*洋蔥	yángcōng
*洋房	yángfáng
洋娃娃	yangwá·wa
洋溢	yángyì
揚長避短	yángchángbìduǎn
揚帆	yángfān
揚聲器	yángshēngqì
揚威	yángwēi
揚言	yángyán
陽剛	yánggāng
*陽曆	yánglì
陽平	yángpíng
陽傘	yángsǎn
陽台	yángtái
陽性	yángxìng
楊柳	yángliŭ
仰慕	yǎngmù
仰望	yǎngwàng
仰望	yǎngwàng
養家餬口	yǎngjiāhúkŏu
養傷	yǎngshāng
養身	yǎngshēn
養生	yǎngshēng
養顏	yǎngyán
癢	yǎng
漾	yàng
夭折	yāozhé
腰果	yāoguŏ
腰斬	yāozhǎn
腰椎	yāozhuī
邀	yāo
邀約	yāoyuē
杳無人煙	yǎowúrényān
搖擺	yáobǎi
搖動	yáodòng
搖滾樂	yáogŭnyuè
搖籃	yáolán
搖錢樹	yáoqiánshù
搖曳	yáoyè
遙控	yáokòng
遙望	yáowàng
遙遙無期	yáoyáowúqī
要衝	yàochōng
*要點	yàodiǎn
要害	yàohài
要訣	yàojué
要命	yàomìng
要塞	yàosài
要員	yàoyuán
要旨	yàozhǐ
藥草	yàocǎo
藥廠	yàochǎng
藥房	yàofáng
*藥劑	yàojì
藥劑師	yàojìshī
藥膳	yàoshàn
藥丸	yàowán
藥效	yàoxiào
藥用	yàoyòng
耀	yào
耀目	yàomù
揶揄	yéyú
椰	yē
椰樹	yēshù
椰汁	yēzhī
椰子	yē·zi
冶	yĕ
野餐	yĕcān
野性	yĕxìng
曳	yè
夜貓子	yèmāo·zi
夜幕	yèmù
夜色	yèsè
夜宵	yèxiāo
夜校	yèxiào
夜總會	yèzŏnghuì
液晶	yèjīng
腋	yè
腋窩	yèwō
葉酸	yèsuān
*業績	yèjì
業已	yèyǐ
*業主	yèzhŭ
*業界	yèjiè
一本正經	yībĕnzhèngjīng
一波三折	yībōsānzhé
一塵不染	yīchénbùrǎn
一觸即發	yīchùjífā
*一代	yīdài
一點兒	yīdiǎnr
一帆風順	yīfānfēngshùn
*一番	yīfān
一飛沖天	yīfēichōngtiān
一鼓作氣	yīgŭzuòqì
*一國兩制	yīguóliǎngzhì
一呼百應	yīhūbǎiyìng
一見如故	yījiànrúgù
一見鍾情	yījiànzhōngqíng
一舉	yījŭ
一舉成名	yījŭchéngmíng
一舉兩得	yījŭliǎngdé
*一刻	yīkè
*一口氣	yīkŏuqì
一覽無遺	yīlǎnwúyí
一勞永逸	yīláoyŏngyì
*一流	yīliú
一馬當先	yīmǎdāngxiān
一脈相承	yīmàixiāngchéng
一門	yīmén
一模一樣	yīmúyīyàng
*一目了然	yīmùliǎorán
一片	yīpiàn
一氣	yīqì
一氣呵成	yīqìhēchéng
一竅不通	yīqiàobùtōng
一清二楚	yīqīng'èrchŭ
一日千里	yīrìqiānlǐ
一如	yīrú
一如既往	yīrújìwǎng
一掃而空	yīsǎo'érkōng
*一身	yīshēn
*一世	yīshì
一視同仁	yīshìtóngrén
*一手	yīshŏu
一絲不苟	yīsībùgŏu
一套	yītào
一條龍	yītiáolóng
*一頭	yītóu
一頭霧水	yītóuwùshuǐ
*一團	yītuán
一網打盡	yīwǎngdǎjìn
一窩蜂	yīwōfēng
一無是處	yīwúshìchù
一無所有	yīwúsuŏyŏu
*一下子	yīxià·zi
一廂情願	yīxiāngqíngyuàn
一言不發	yīyánbùfā
一意孤行	yīyìgūxíng
一飲而盡	yīyǐn'érjìn
一應俱全	yīyīngjùquán
一朝一夕	yīzhāoyīxī
一針見血	yīzhēnjiànxiĕ
*一陣	yīzhèn
一枝獨秀	yīzhīdúxiù
一知半解	yīzhībànjiĕ
衣冠楚楚	yīguānchŭchŭ
衣袋	yīdài
衣櫃	yīguì
衣架	yījià
衣料	yīliào
衣飾	yīshì
衣袖	yīxiù
*衣物	yīwù
衣著	yīzhuó
依存	yīcún
依歸	yīguī
依戀	yīliàn
依稀	yīxī
依循	yīxún
依偎	yīwēi
依依不捨	yīyībùshĕ
*醫護	yīhù
醫科	yīkē
醫師	yīshī
醫學院	yīxuéyuàn
夷	yí
夷為平地	yíwéipíngdì
姨	yí
姨父	yí·fu
姨媽	yímā
胰島素	yídǎosù
胰腺	yíxiàn
宜人	yírén
移步	yíbù
*移交	yíjiāo
*移居	yíjū
移師	yíshī
疑點	yídiǎn
*疑犯	yífàn
疑慮	yílǜ
疑似	yísì
疑團	yítuán
儀表	yíbiǎo
儀容	yíróng
遺存	yícún
遺骸	yíhái
遺害	yíhài
遺跡	yíjì
遺漏	yílòu
遺落	yíluò
遺民	yímín
遺棄	yíqì
遺容	yíróng
遺書	yíshū
遺屬	yíshŭ
遺孀	yíshuāng
*遺體	yítǐ
遺忘	yíwàng
遺物	yíwù
遺言	yíyán
遺照	yízhào
*已故	yǐgù
已婚	yǐhūn
以訛傳訛	yǐ'échuán'é
以貌取人	yǐmàoqŭrén
*以期	yǐqī
以身作則	yǐshēnzuòzé
以牙還牙	yǐyáhuányá
倚靠	yǐkào
倚賴	yǐlài
倚重	yǐzhòng
亦步亦趨	yìbùyìqū
屹立	yìlì
抑	yì
抑或	yìhuò
抑壓	yìyā
抑揚頓挫	yìyángdùncuò
抑鬱	yìyù
抑鬱症	yìyùzhèng
易手	yìshŏu
疫	yì
*疫苗	yìmiáo
*疫情	yìqíng
益蟲	yìchóng
*益處	yì·chù
益智	yìzhì
溢	yì
溢價	yìjià
異彩	yìcǎi
異地	yìdì
異端	yìduān
異國	yìguó
異化	yìhuà
異見	yìjiàn
異軍突起	yìjūntūqǐ
異口同聲	yìkŏutóngshēng
異味	yìwèi
異物	yìwù
異鄉	yìxiāng
異性	yìxìng
異議	yìyì
異域	yìyù
*翌年	yìnián
*翌日	yìrì
逸	yì
*意念	yìniàn
意氣	yìqì
意趣	yìqù
意態	yìtài
意味深長	yìwèishēncháng
*意向	yìxiàng
意向書	yìxiàngshū
*意欲	yìyù
*意願	yìyuàn
意旨	yìzhǐ
憶	yì
義賣	yìmài
義氣	yì·qì
義無反顧	yìwúfǎngù
義正詞嚴	yìzhèngcíyán
*議案	yì'àn
議價	yìjià
議決	yìjué
議論文	yìlùnwén
*議題	yìtí
議席	yìxí
肄業	yìyè
*藝人	yìrén
藝術品	yìshùpǐn
譯本	yìbĕn
因材施教	yīncáishījiào
因數	yīnshù
因循	yīnxún
因由	yīnyóu
因緣	yīnyuán
姻緣	yīnyuán
音符	yīnfú
音量	yīnliàng
音色	yīnsè
音韻	yīnyùn
音質	yīnzhì
殷	yīn
殷切	yīnqiè
殷勤	yīnqín
殷商	yīnshāng
陰沉	yīnchén
陰曆	yīnlì
陰涼	yīnliáng
陰平	yīnpíng
陰險	yīnxiǎn
陰性	yīnxìng
吟	yín
吟唱	yínchàng
吟誦	yínsòng
淫	yín
淫蕩	yíndàng
淫穢	yínhuì
銀河	yínhé
*銀幕	yínmù
*銀牌	yínpái
銀色	yínsè
銀飾	yínshì
銀杏	yínxìng
銀元	yínyuán
引渡	yǐndù
*引發	yǐnfā
*引領	yǐnlǐng
引經據典	yǐnjīngjùdiǎn
